DATA,COMENTÁRIO,SENTIMENTO
2020-01-29,"É um App muito cru, não dá para dizer que é beta, muito mal testado",0
2020-01-29,"não abre mais, faz dias",0
2020-01-29,500Mb in mobile data everyday since the installation? This is just dumb programming and an awful user experience,0
2020-01-28,"Está dando erro na hora de colocar o peso e diz que é inválido, já abri e fechei mas nem entrar deu",0
2020-01-26,Não queria assinar mas vcs agem de má fé por baixo do pano,0
2020-01-24,Não vou dar meus dados a vocês,0
2020-01-24,"Para quê precisam saber: Data de nascimento, mês, dia, senha de Facebook",0
2020-01-23,"Poderia ser o melhor app de contagem, porém pecam no básico que é uma boa otimização do app, invistam esse dinheiro de assinatura que ganham pra melhora-lo",0
2020-01-23,Ate pra instalar a versao gratuita tem que cadastrar o cartao de credito,0
2020-01-22,Não consigo fazer o registro,0
2020-01-22,Não consigo criar minha conta para usar o app já coloquei varios tipos de nome de usuario e não aceita,0
2020-01-21,Horrível trava as opções,0
2020-01-21,Um aplicativo envolto em fezes,0
2020-01-21,"Explico: Ou você é Premium, ou não é gente",0
2020-01-21,"O bombardeio de auto propaganda ""Seja Premium"" é abusivo, e olha que eu recém instalei no celular!!! O aplicativo é abusivo, coletando dados em excesso",0
2020-01-21,"Você informa um dos ingredientes de sua refeição e, por mais que tente, não consegue informar os demais, pois se perdem depois que clica em Adicionar",0
2020-01-21,"Bom, a partir daí eu perdi a paciência e desinstalei o mesmo",0
2020-01-21,10 minutos preciosos de vida perdidos,0
2020-01-21,"O app era bom, mas começou a travar e parar de funcionar no meu moto Z2 Play",0
2020-01-21,"App indispensável pra quem quer controlar suas calorias e assim conhecer os alimentos, porém toda semana ele da pau e nao abre e é preciso desinstalar e instalá-lo novamenete perdendo todos os meus dados então salvos",0
2020-01-20,"Não abri, depois da atualização o aplicativo travou",0
2020-01-20,"Vc não encontra um caminho direto para cancelar sua conta e todos os seus dados pessoais, do celular e e-mail são passados para vários lugares",0
2020-01-18,"Não consigo fazer meu registro, porque quando vou colocar o meu Id ele não aceita e já tentei diversos nome, até mesmo aleatórios pra conseguir fazer esse registro",0
2020-01-18,Não estou conseguindo fazer o login!!!,0
2020-01-17,"Programa todo bugado, vc vai em acrescentar o alimento, mas o programa nao adiciona na sua refeicao, é um saco, toda vez faz isso, daí vc tenta umas 5 vezes, fica puto e desiste",0
2020-01-16,"Inútil, pq a principal ferramenta que é cadastrar suas refeicoes nao funciona direito, e isso é um erro grave, pq é a funcao basica da utilidade do programa",0
2020-01-16,Não consigo me registrar,0
2020-01-16,00 só então consegui acessar o cancelamento,0
2020-01-16,Como faço para receber o enxtorno?,0
2020-01-16,Propagandas de mais na versão free,0
2020-01-16,Quem tem ânimo para usar? Dessa forma jamais poderei avaliar o app e comprar uma versão,0
2020-01-14,Não foi possível se registrar e deveria ser a parte mais fácil ao meu ver,0
2020-01-14,"Está com bug na criação de refeicoes, não consigo adicionar mais um alimento",0
2020-01-14,Testei em 2 celulares,0
2020-01-14,Tem diversos alimentos que tento adicionar na minha refeição e ele não salva,0
2020-01-14,"Adiciono, e não permanece, simples disaparece",0
2020-01-13,"Poxa não quero ser cobrada mais um mês por isso, como proceder?",0
2020-01-13,"Muito bom, com a ajuda deste aplicativo já consegui perder 10kg",0
2020-01-13,Quando tento insirir a minha data de nascimento da um erro,0
2020-01-12,"Não consigo fazer login e nem cadastrar outra conta, oq fazer ??",0
2020-01-12,Péssimo!!!! Não consigo me cadastrar!!!! Horrível mesmo! Mais de uma hora tentando criar uma conta e não tive sucesso!!!!,0
2020-01-11,Não consigo instalar a versão Premium,0
2020-01-09,Versão gratuita não cumpre as funcionalidades necessárias à minha utilização e que a App garante ter disponível na versão premium,0
2020-01-09,"Tentei o link indicado pelo suporte e aparece-me ""page not found""",0
2020-01-09,Já instalei e desinstalei a App,0
2020-01-09,Conclusão continuo sem a versão Premium!,0
2020-01-09,"As opções de alimentos e treinos são muito limitados e muito pré definidos Deveria haver msis flexibilidade nas porções, quantidade e tipos de exercícios e comida",0
2020-01-09,So me faz raiva! Ele ultimamente nao abre,0
2020-01-09,Fica carregando a vida toda! Outro dia esperei quatro minutos e ainda assim n abriu,0
2020-01-08,"Ja reinstalei 3x, e nao resolve",0
2020-01-08,"Um saco! / It keeps loading forever, and never opens up",0
2020-01-08,Last time I've waited for 4 minutes and gave up,0
2020-01-08,I've tried to delete and install over and over and keeps doing that,0
2020-01-08,It was just fine a couple months ago,0
2020-01-08,Idk what else I can do,0
2020-01-08,"Não consigo me logar,nem com Facebook, nem com conta nenhuma e pra mim não aparece a opção entrar com o Google",0
2020-01-08,Esse aplicativo já foi melhor hoje tá horrível,0
2020-01-08,Recomendo o macros ele é muito melhor pq gente eu como tipo 7 biscoitos agua e sal aparece seu objetivo é comer -32g de gorduras hj já da raiva o macros e 10,0
2020-01-08,"Aplicativo mal estava funcionando a alguns dias, e hoje parou de funcionar nem abrir não abre",0
2020-01-08,E não apenas no meu aparelho fiz teste em outro! Decepcionada,0
2020-01-07,Não permite iniciar sessão,0
2020-01-07,"Dá sempre erro, mesmo depois de alterar a password",0
2020-01-07,Foi realizado uma cobrança de assinatura Premium sem meu conhecimento! Fiquem longe desse aplicativo!,0
2020-01-07,Precisa ter senha e e-mail e eu nao consegui ate agora,0
2020-01-07,Não consigo concluir o cadastro erro não é possível concluir o registro,0
2020-01-06,Nem com fb ou fazendo processo manual,0
2020-01-03,Não consegui me registrar,0
2020-01-03,"Todos os nomes de usuários que insiro, inclusive os sugeridos, aparecem mensagem de erro",0
2020-01-03,App cheio de falhas,0
2020-01-03,"Primeiro não consegui aceitar os termos, agora não faz login",0
2020-01-03,Não dá nem pra criar conta,0
2020-01-03,Não consigo mais criar refeições porque escolho o alimento e na hora de adicionar não vai,0
2020-01-03,Essa atualização fez com que o aplicativo começasse a bugar na hora de escolher os alimentos,0
2020-01-02,Por exemplo: alguns itens quando quero colocar ele simplesmente não vai e quando vai já vem 3 de uma só vez,0
2019-12-31,"App demora uma eternidade para abrir, todo bugado",0
2019-12-31,eu ñ consigo registrar minha conta pq? ja tentei várias vzs,0
2019-12-29,Não consigo validar nenhum nome,0
2019-12-29,O app me impede até de fazer registro,0
2019-12-26,Melhor app de todas as do género,0
2019-12-26,Ja experimentei umas 15 e nenhuma e eficiente eficiente,0
2019-12-26,Mais alimentos mais informação e muito fácil de usar,0
2019-12-26,Pena os constantes anúncios e apelos a pagar a versão premium mas é compreensível,0
2019-12-26,Não estou conseguindo mais entrar no App ele fica carregando e não abre,0
2019-12-26,"Fizeram uma assinatura anual de R$ 147,99 sem minha autorização",0
2019-12-25,"Cuidado, aplicativo não é gratuito",0
2019-12-23,Era um aplicativo maravilhoso,0
2019-12-23,"Creio que seja proposital, pra você assinar o Premium, mas só faz mesmo é vc baixar outro app",0
2019-12-23,Quer compartilhar nossos dados,0
2019-12-23,caso n aceite pede p cancelar a conta,0
2019-12-22,"Bom, só q podemos cadastrar alimentos e alguns estão diferentes",0
2019-12-22,Tantos anos e falha o básico,0
2019-12-22,Fiz a assinatura que dizia que era grátis no tempo de 30 dias e caso não gostasse era só cancelar a assinatura que nada seria cobrado,0
2019-12-20,"No momento em que consegui realizar o cancelamento, foi feita a cobrançao no cartaõ de crédito",0
2019-12-19,"Eu não pedi o plano Premium, solicito o reembolso",0
2019-12-19,"Não consigo fazer o meu cadastro, se puderem me ajudar eu agradeço!",0
2019-12-19,"Nao abre, nao consigo avançar o cadastro!! Nao serve para perder peso!",0
2019-12-19,"Não consigo me cadastrar, todo nome de usuário que tento colocar da erro",0
2019-12-18,"Na hora de concluir o registro, não consegui validar nenhum nome de usuário, pois sempre aparece um erro",0
2019-12-17,Impossível fazer o registro,0
2019-12-17,Fala email inválido independente de qual seja,0
2019-12-17,Simplesmente parou de funcionar,0
2019-12-17,Tô puto vey baixei saporra pra contar o alimentos q eu to comendo e n salva a vsf,0
2019-12-17,"Nao consigo usar,sempre aparece a mesma frase: ""Nao foi possivel validar esse nome de usuario",0
2019-12-15,"tente novamente"" Ja tentei 'todos o nomes possiveis'",0
2019-12-14,Só dava erro na hora de cadastrar,0
2019-12-14,"Cobraram indevidamente o plano anual, quando escolhi o mensal",0
2019-12-13,Não consigo falar com ninguém,0
2019-12-13,"Suporte dá ""Página não encontrada"" Preciso do estorno! Isso não foi devido!",0
2019-12-13,Não consigo postar foto do projeto primeiro dia do shape da gnoma,0
2019-12-13,O app não me deixa criar meu registro nele,0
2019-12-10,Instalei o aplicativo para teste e tive o débito automático depois de sete dias sem aviso,0
2019-12-09,Não tive como reverter,0
2019-12-09,"Porque nunca consigo criar conta ou logar no app?? Já que nunca me permite criar uma conta, decidi criá-la no site e depois logar no app, caiu no mesmo erro Gostaria de ajuda",0
2019-12-09,Perdi 147 reais porque foi feito assinatura anual e eu não tinha autorizado,0
2019-12-07,Não consigo faze-lo funcionar,0
2019-12-07,"Ele sequer entra, dá erro de registro",0
2019-12-05,Tenho um garmin fenix 6 e gostaria de parea-lo mas da erro todo o tempo,0
2019-12-05,A página na internet tb não está funcionando,0
2019-12-05,Deve estar com algum bug,0
2019-12-05,Segui todos os passos para cadastro,0
2019-12-05,"Quando chega no final do processo, não conclui",0
2019-12-05,Tentei 3 emails diferentes,0
2019-12-05,"Pra mim, app péssimo! Nem usar consegui",0
2019-12-05,Fica dando reload nas metas e enviar e-mails ou nao,0
2019-12-05,Tengo todas as opções e não sai do bem vindo de volta,0
2019-12-04,Já instalei novamente a mesma coisa,0
2019-12-04,"Não consigo nem me cadastrar, diz que da erro, não podendo fazer meu registro no momento, nem 1 estrela merece, pois nem consegui usar o app",0
2019-12-04,Lna última opção de cadastro só fica carregando e não desenvolve o app,0
2019-12-04,Vírus! Esta app acabou de me esgotar o plafond de dados móveis (1gb) em poucas horas,0
2019-12-04,Nem chego a gastar isso em 1 mês,0
2019-12-03,Faz a gente se increver e no final da inscrição pede pra gente se tornar premium,0
2019-12-03,É pago deveriam falar no começo da inscrição pra gente que não tem condiçoes não perder tempo,0
2019-12-03,"No começo era bom, depois começou a travar muito",0
2019-12-03,"Tenho um Galaxy J7 prime e está devidamente atualizado, o aplicativo baixa normalmente mas não loga minha conta e nem mesmo consigo criar uma nova",0
2019-12-03,"Não sei qual é o problema, mas estou extremamente chateada por não conseguir utilizar o App! Espero que isso se resolva logo",0
2019-12-03,"Eu estou tentado criar minha conta, já tentei usar 3 emails diferentes e aparece uma mensagem dizendo que estão inválidos",0
2019-12-03,Não consigo realizar o cadastro,0
2019-12-02,aparece sempre um erro no aplicativo,0
2019-11-30,Travou quando tentei clicar em progresso,0
2019-11-30,"Não pega os passos do Google Fit, embora conectado e autorizado",0
2019-11-30,Nao tem botão pra marcar o peso diário,0
2019-11-30,E ainda querem que a gente pague pelo Premium??????? E isso usando um S10 novo!,0
2019-11-30,Tornou-se extremamente lento,0
2019-11-30,"não tem nem como se registrar, aplicativo horrivel",0
2019-11-30,App orrivel nao da pra logar a conta 0 nota,0
2019-11-29,"Era ideal, agora é um inferno para loggar o que quer que seja na App",0
2019-11-28,Na playstore é gratuito mas depois q vc faz login eles te cobram!,0
2019-11-27,Nunca consigo fazer meu cadastro,0
2019-11-27,"Instalei novamente o app e ele está travando muito, vergonhoso, não vale a pena baixar, ele já foi bom agora não vale nada!",0
2019-11-27,"tentei diversas vezes me cadastrar, mas o erro persistiu",0
2019-11-27,"Muito bom mas consumiu 700mb de internet em três dias!!!! Super absurdo isso o app não tem nada, vídeo nada nada nada",0
2019-11-27,Pq o app não calcula pra menores de 18 anos?,0
2019-11-25,I cant get any username to be acceptable Nothing works its frustrating and stupid,0
2019-11-24,"Não consigo me registrar, aparece que ""não foi possível se registrar nesse momento""",0
2019-11-24,Em 20 dias o aplicativo consumiu mais de 3 GB de dados,0
2019-11-21,In 20 days the app consumed more than 3 GB of data,0
2019-11-21,Simply cannot log in on the app,0
2019-11-21,"Registered through Facebook, did not work",0
2019-11-21,Sent a link to my email to create a proper password for the account,0
2019-11-21,"Did it, and it still does not log in on the app",0
2019-11-21,"Works on the browser, but the app simply does not launch",0
2019-11-21,NAO CONSIGO LOGAR NA MINHA CONTA,0
2019-11-21,E horrível a minha internet está boa e fala que que eu não estou conectado a internet,0
2019-11-21,Não consegui nem entrar,0
2019-11-21,Tento me registrar e ele fala que não foi possível se registrar no momento,0
2019-11-21,"Funcionou só um dia, agora não adiciona maia os alimentos",0
2019-11-21,"Vim do iOS e lá todas as funções eram normais, agora no Android diversas implementações estão bugadas",0
2019-11-21,"Não consegui registrar meu nome, desisti",0
2019-11-20,"Já é a segunda vez que tento usar esse aplicativo, mas infelizmente, todas as vezes que tento me cadastrar não dá certo, pois dizem que meu email é inválido, ou seja, posso criar mil email que nunca consigo ter acesso a esse app",0
2019-11-20,"Já foi melhor, em 2015 esse app era revolucionário, mas infelizmente parou no tempo, a dinâmica do App se mantém a mesma e a interação com usuário não chega nem perto do que os concorrentes oferecem hoje em dia",0
2019-11-20,Achei um app meio morto,0
2019-11-18,Horrível o sistema de suporte,0
2019-11-18,Muita dor de cabeça,0
2019-11-18,Não consigo instalar aparece que o nome não e válido e não vai nem para frente e nem para trás,0
2019-11-18,O que posso fazer para instalar ?,0
2019-11-18,Não consigo colocar foto e ver o progresso,0
2019-11-18,"Quando eu abro o progresso, o app trava tudo e fecha",0
2019-11-18,"Hoje é dia 18 e desde o começo desse mês esse aplicativo tá ruim, não consigo ver meu progresso nem gráfico",0
2019-11-18,Vou procurar outro app se não arrumar este,0
2019-11-18,Não consigo logar com face nem com email da sempre erro,0
2019-11-18,O app não me deixaais ver meu progresso,0
2019-11-16,"Estou muito decepcionada com este aplicativo! Eu fui cobrada no meu cartão 175,00 SEM a minha permissão",0
2019-11-16,O aplicativo te da 30 dias de teste para a conta Premium,0
2019-11-14,Quando fui cancelar o aplicativo dava erro!,0
2019-11-14,Não consigo cadastrar meu nome de usuário😡😡,0
2019-11-14,"Opinião de amigo, não coloquem seus dados do cartão de crédito para cancelar futuramente caso não goste, não há essa opção fácil e o processo se torna frustrante",0
2019-11-11,"Instalei, abri e desisti",0
2019-11-10,Fica em looping na tela de informar peso atual e peso desejado,0
2019-11-10,"Fujam, cobrança indevida! Não consigo cancelar!! Bloquiei meu cartão para conseguir me livra da cobrança desta aplicação, ferramenta de cancelamento terceirizada e complexa, impossível cancelar!!",0
2019-11-10,"Nn aceita nenhum nome tmnc, a pessoas vai cadastra e so dar nome inválido",0
2019-11-09,"Eu não consigo acessar o que eu registrei, só mostra do dia atual e dos últimos dois dias",0
2019-11-07,Registrei mais de um mês e não consigo ver o que comi,0
2019-11-06,Fora que o aplicativo trava para caramba e não responde aos comandos,0
2019-11-06,Dá erro ao registar,0
2019-11-06,Não gostei e já desistalei,0
2019-11-05,Não consigo cancelar assinatura Premium,0
2019-11-05,App uses gigabytes of phone data in days for no reason and only some minutes a day of use,0
2019-11-05,"Very scary and sketcy that uses more data than my browser, Facebook and even YouTube video apps",0
2019-11-05,O app travou e não permite que eu add alguns alimentos!,0
2019-11-05,"Não consigo me registrar no app, não valida nenhum nome de usuário",0
2019-11-05,"Incrível, faz parte da minha vida já não fico sem! Infelizmente, parou de funcionar, já reinstalei e não consigo mais entrar",0
2019-11-04,"Não consigo me registrar, sempre aparece ""não foi possível se registar nesse momento"" queria muito utilizar esse app pelas recomendação, mas infelizmente o criador pecou",0
2019-11-04,Nem fazer login vc consegue,0
2019-11-04,Versão gratuita oculta a meta de macro nutrientes!,0
2019-11-03,"O app trava ao clicar em ""Progresso""",0
2019-11-02,"Não consegui nem me cadastrar, fica eternamente em processo de cadastro!! Péssimo!!",0
2019-11-02,O aplicativo trava na opção PROGRESSO,0
2019-11-01,Não dá pra colocar o nome de usuário!,0
2019-10-30,Não estou conseguindo fazer o cadastro no App,0
2019-10-28,Diz que o e-mail ou o nome não dá certo 😫,0
2019-10-28,Não consigo cadastrar meu email para poder me registrar no app,0
2019-10-28,Nao consigo me registrar,0
2019-10-28,"Já foi bom, hjj abro ele, encosto em alguma coisa ele trava e fecha",0
2019-10-28,"Não consigo fazer login no app,fala que não foi possível realizar meu registro no momento",0
2019-10-28,faz tempos que isso acontece e não é resolvido,0
2019-10-25,Após atualização vários recursos deixara de funcionar e o aplicativo trava,0
2019-10-25,Tenho de complementar os dados acessando pelo computador,0
2019-10-25,A opção progresso não entra,0
2019-10-25,impossivel atualuzar o peso,0
2019-10-25,Já reinstalei e continua dando erro no gráfico do peso,0
2019-10-25,Instalei e não consigo alterar os macros,0
2019-10-23,"Quanto tento, aparece a versão Premium, necessitando pagar",0
2019-10-23,"Nao estou conseguindo fazer o cadastro , sempre aparece ""nome de usuário invalido""",0
2019-10-23,"Perdi minha senha já tentei recupera várias vezes e a troca de senha não se conclui , isto não é legal, é irritante",0
2019-10-20,Estou à 15 dias tentando me cadastrar e não consigo,0
2019-10-19,"Minha médica me indicou,mas ja estou desistindo",0
2019-10-19,"Faço tudo certinho e qdo chega na hora de colocar o email,diz que ta errado",0
2019-10-19,Pois os 2 emails que possuo nao cadastram,0
2019-10-19,Não consigo trocar os dias ele tranca toda hora,0
2019-10-19,Nem conseguindo entrae pelo meu face,0
2019-10-19,Quero cancelar minha assinatura estou tentando faz 15 dias agora cobrou da minha conta e eu não quero mais alguém pode me ajudar?,0
2019-10-18,"Nao consigo criar conta, sempre da algum bug seja no celular ou no pc, aparece que não posso utilizar um nome mesmo colocando milhares de nomes e coisas diferentes",0
2019-10-17,O aplicativo trava toda hora,0
2019-10-16,Ja sou cadastrada mas qdo vou entrar sempre da erro no email e não consigo entrar no app,0
2019-10-16,"Não consegui usar, aparece uma mensagem de erro quando tento fazer login ou me registrar",0
2019-10-16,O link que aparece para cancelar a assinatura só dá erro e vai para uma página onde tenho que preencher uns dados,0
2019-10-16,Eu não posso continuar com a assinatura,0
2019-10-16,O app está gastando meus dados móveis,0
2019-10-16,Só esse mês consumiu mais de 1gb,0
2019-10-15,Não tem justificativa pra gastar tanto!,0
2019-10-15,Não consigo utilizar o App,0
2019-10-15,Baixei hj o aplicativo e ele pede para se cadastrar com um e-mail,0
2019-10-15,"Quando coloco o email, ele diz que o email é inválido e não avança",0
2019-10-15,Nunca conclui o cadastro e dessa forma não permite a utilização do aplicativo,0
2019-10-15,"Não cria a conta, não abre uma conta que já tinha criado anteriormente",0
2019-10-15,"Para mim não serve, só quero controlar minha alimentação",0
2019-10-15,Nao tinha nada que cobrar internet para funcionar,0
2019-10-15,além de obrigar a concordar em fornecer os dados e compartilhar sei la com quem nos USA,0
2019-10-15,não gosto de ficar exposto,0
2019-10-15,Sempre dá erro mesmo colocando o e-mail e a senha certo,0
2019-10-15,Não se consegue usar,0
2019-10-14,Ficou com letras gigantes de repente e eu gostava de pequeno,0
2019-10-14,"Eu acho muito legal a proposta do app, mas acho que deveriam arrumar isso",0
2019-10-13,Não funciona e ainda trava o aparelho,0
2019-10-12,Não é possível fazer o registro,0
2019-10-12,Não consigo cancelar minha assinatura Premium,0
2019-10-12,No app não tem informações e nem facilitação para isso,0
2019-10-12,Gostaria de um retorno para executar o cancelamento,0
2019-10-12,Infelizmente não conecta mais,0
2019-10-12,Estava sendo extremamente útil,0
2019-10-11,Não consigo entra pela opção do fecebook e nem me cadastra com imail😐,0
2019-10-11,Muito ruim não consigo logar meu facebook,0
2019-10-11,"Não consigo usar o aplicativo, ele não sai da tela de metas",0
2019-10-10,"Não gostei de não saber de forma específica e simplificada o uso dos meus dados pessoais,como também essa questão de usar meus dados nos Estados Unidos e não apresentar especificamente o fim desses usos",0
2019-10-10,Um absurdo! Lixo de app,0
2019-10-10,Não deu para fazer cadastro,0
2019-10-10,Não funciona no meu Samsung j2 primer,0
2019-10-10,Sempre da erro ao iniciar o aplicativo MT ruim,0
2019-10-09,Eles enganam as pessoas,0
2019-10-09,Fiz a assinatura do plano anual e lá tinha a informação de que teria 30dias para teste,0
2019-10-09,Acontece que no 4 dia desisti e não recebi o estorno em meu cartão de crédito,0
2019-10-09,"Não é possivel cadastrar nenhum nome de usuàrio, como que se consegue usar esse app? Muito ruim",0
2019-10-09,Não consigo então com meu email é nem colocar a minha data de nascimento Palhaçada!!!!????????,0
2019-10-09,Não entendo o fato de que pessoas menores de idade não possam fazer o registro,0
2019-10-07,Ja que na verdade esse deveria ser o público alvo (pelo fato de que deveríamos ensinar as nossos adolecentes a cuidar da nossa saúde),0
2019-10-07,"Há muito tempo está dando erro!! Usava normalmente, e agora o aplicativo nem abre!",0
2019-10-07,Baixei e me arrependi,0
2019-10-06,O meu email não foi aceito,0
2019-10-06,"não aceita email do gmail, nem pude testar",0
2019-10-06,Coloco senha e email certos e nao entra,0
2019-10-05,Não estou conseguindo usar o app,0
2019-10-04,Demora para carregar e acaba fechando sozinho toda vez que eu abro,0
2019-10-04,"Nunca consegui me cadastrar, já instalei várias vezes, n consigo colocar a data de nascimento",0
2019-10-04,Não concegui fazer uma conta no app de jeito nenhum,0
2019-10-03,"Não consigo conectar com o Samsung health, não conseguindo contabilizar os passos do meu smartwatch",0
2019-10-03,"Infelizmente não consigo me registrar, nenhum nome de usuário que coloco é validado nem consigo logar pelo facebook",0
2019-10-02,Não consigo cadastrar o usuário,0
2019-10-02,e nem pelo Facebook consigo entrar,0
2019-10-02,"Acabei de baixar o aplicativo, mas não consigo concluir o meu cadastro",0
2019-10-02,"Ele apresenta um erro todas as vezes que chego na aba para informar o email, senha,",0
2019-10-02,Não consegui me cadastrar,0
2019-10-02,Não está contando minhas calorias,0
2019-10-02,Imensos problemas a registar os alimentos,0
2019-10-01,Muitas das vezes desaparecem ou aparecem duplicados noutras zonas,0
2019-10-01,"Eu não consigo me registrar no aplicativo, tem alguma restrição para menor de idade? Ocorre um erro quando coloco minha data de nascimento",0
2019-10-01,"I have tried to go premium several times and nothing works! There are enumerous signs stating ""Go Premium"" and nothing works",0
2019-10-01,I would give 5 stars if at least you would have answered nmy emails regarding the same question,0
2019-09-30,App fica num loop de escolher meta e autorizar envio de e-mails e não sai disso!,0
2019-09-30,It's been in initial setup loop for over a month,0
2019-09-30,Pede autorização para uso de dados e ainda autorização para enviar ao país EUA,0
2019-09-30,Não gostei! E não recomendo,0
2019-09-29,"Toda hora fica pedindo para você comprar a versão PREMIUM como se apenas a parte do premium daria resultados positivos a você, não estão preocupado de fato se a pessoa esta tendo um excelente desenvolvimento, e sim estão só tentando fazer que você compre uma parte a mais do app",0
2019-09-27,Minha opinião é que DEVERIA trazer todo o conteúdo que o app tem de graça poderia ter a mais como vender uma consulta com um especialista da área como nutricionista ou médico online,0
2019-09-27,Como saio do plano Premium?,0
2019-09-27,Nao consigo me cadastrar no app,0
2019-09-27,Não está abrindo o aplicativo,0
2019-09-27,Não registra fica dando erro,0
2019-09-26,Estava gostando; mas não consigo conectar mais,0
2019-09-26,"Não consegui nem me registrar, dizia que já tinha meu e-mail em uso, e quando botei outro e- mail não entrava pq dizia que eu tava sem internet, SENDO QUE EU TAVA NO WIFI",0
2019-09-26,"Nao consigo logar minha conta, isso que acabei de fazer o cadastro!",0
2019-09-25,Sempre utilizei e era ótimo,0
2019-09-25,Agora não consigo entrar,0
2019-09-25,Já desinstalei e estarei novamente e só fica a mensagem aguarde um pouco e nada de entrar! Pena!!!,0
2019-09-25,Não estou conseguindo fazer meu cadastro,0
2019-09-25,😢 alguem pode mim explicar o que está avendo por favor em Português que ñ sou estrangeira,0
2019-09-24,Uma enchesão de saco para se cadastrar,0
2019-09-24,"Gostaria muito de utilizar o aplicativo, porém, todas as vezes que tento criar uma conta no app surge um aviso que diz: ""não foi possível processar o seu registro nesse momento"", já tentei entrar várias vezes",0
2019-09-24,Ultimamente o app vc coloca os alimentos e não aparece aí vc tem q fica desinstalando istalando todo arroz resolvan esse problema,0
2019-09-23,Esta dando erro no fc e no meu e-mail aff adorava ele agora desapontado,0
2019-09-23,Completa falta de seriedade,0
2019-09-23,Péssimo não recomendo não da pra cadastrar da erro o tempo inteiro nem com o Facebook da pra cadastrar,0
2019-09-22,Para usá tem que pega tudo o app não presta,0
2019-09-22,"Vtnc , não consigo mudar minha quantidade de calorias, arrumem isso logo!!",0
2019-09-21,Tryed to register 3 times and it gets stuck loading the page when i accept the terms,0
2019-09-20,Não entendi esse aplicativo! Vou fazer o cadastro e não passa da última parte,0
2019-09-20,Nenhum nome de usuário que eu coloco eles aprovam,0
2019-09-20,Nem consegui usar esse aplicativo,0
2019-09-20,"É uma pena, porque eu ouvi falar bem dele e queria muito experimentar",0
2019-09-20,Porque necessita da pass do Facebook?,0
2019-09-20,"Não sai da tela de carregamento no android, mt ruim",0
2019-09-19,"Tem 2 horas que ta carregando , o aplicativo ate que e bom mais precisa funcionar",0
2019-09-18,"Não consigo me cadastrar, e fala e que meu e-mail é inválido",0
2019-09-17,"Ta horrível aplicativo hoje nossa, não acha os alimentos, tem hora que não abre ou trava, ja usei a um tempo atrás era bom agora ta piorando",0
2019-09-17,"Estava sincronizando perfeitamente com sangung health, mas por algum motivo, nao conecta mais",0
2019-09-16,"Quando solucionar meu problema, dou 5 estrelas",0
2019-09-16,"Problema persisti, mesmo apos contato dos desenvolvedores",0
2019-09-16,"Outro problema novo, nao consigo mais logar, pois nao sincroniza com facebook, aplicativo esta cada vez com mais problemas",0
2019-09-16,"Odiei! Baixei e uma hora depois já estava travando, eu com internet e o app dizia que não encontrava os alimentos comuns como maçã, mamão e kiwi! Não baixem, é só pra passar raiva!",0
2019-09-16,Não consigo mais entrar! Da erro ao fazer login com Facebook,0
2019-09-16,"""Falha ao verificar usuário do Facebook""",0
2019-09-16,Por favor não baixem porque não dá pra criar conta quando vai colocar o nome do usuário ele não aceita,0
2019-09-16,Não consigo me cadastrar!,0
2019-09-16,Não consigo me cadastrar,0
2019-09-16,Não consigo me cadastrar! Horrível!!,0
2019-09-16,Tive um experiência muito ruim com esse aplicativo,0
2019-09-16,"As comidas que eu pus nas refeições simplesmente não salvam, o que terminou comprometendo de modo irreversível a contagem de calorias",0
2019-09-16,O aplicativo é pouco intuitivo e eu não recomendo,0
2019-09-16,"Não consigo registrar, já faz um bom tempo isso, tanto com o Facebook tanto por email ele dá erro",0
2019-09-16,Trava toda hora a parte de evolução do peso,0
2019-09-14,"O app não deixa eu registrar-me, inutilizando completamente seu uso",0
2019-09-13,"Acabei de baixa o aplicativo e não consigo fazer o cadastro por nenhuma opção, quando resolver eu melhoro a avaliação",0
2019-09-12,I can't even log in,0
2019-09-11,It reebots every time I put my personal data,0
2019-09-10,"Nao estou conseguindo fazer login de forma alguma, nem com a conta do site, nem Facebook nem consigo criar uma nova conta",0
2019-09-10,Nao resolveu meu problema a resposta que me enviaram,0
2019-09-09,Este link e invalido,0
2019-09-09,"Ao tentar logar no app acusa um erro de email ou senha, porém já redefi a senha e confirmei o email, mas o problema persiste",0
2019-09-09,Ao tentar criar uma nova conta com outro email o erro que aparece é no nome de usuário e nada funciona,0
2019-09-09,"Gostava muito do app, mas com esses problemas não consigo mais usar",0
2019-09-09,"Baixei já faz uns dias mas não consegui me cadastrar, sempre da errado quando coloco a minha data de nascimento e sempre aparece ""não foi possível acessar o seu registro nesse momento""",0
2019-09-09,O que devo fazer ?,0
2019-09-09,"O aplicativo não abre, baixei de novo, desistalei, atualizei e nada, baixei pelos comentários e me arrependi",0
2019-09-09,Tenho um moto g6 o celular não é ruim,0
2019-09-08,"O app está travado na tela de bem vindo de volta, eu salvo as configurações mas não sai da tela",0
2019-09-08,App trava o tempo todo,0
2019-09-07,"Ótimo para controlar, aproximadamente, o consumo de caloria, porém, trava ao inserir peso, faz mais de um ano que esta falha acontece e ninguém faz nada",0
2019-09-07,Por favor resolvam isso,0
2019-09-06,Deixei de pagar por esse motivo,0
2019-09-06,Não consegui fazer uma conta usando meu e-mail,0
2019-09-06,Não consigo entrar no App,0
